city_id,city_name,state,day_count,rainy_days,rain_rate,total_precipitation_mm,avg_daily_precipitation_mm,avg_temperature_c
brasilia,Brasilia,DF,1961,743,0.3788883222845487,5893.7,3.0054563997960226,22.020907700152982
goiania,Goiania,GO,1961,697,0.3554309026007139,5247.3,2.675828658847527,23.951606323304436
sao_paulo,Sao Paulo,SP,1961,865,0.4411014788373279,7257.6,3.7009688934217237,19.687404385517592
